web-scraper-order,web-scraper-start-url,titoli,link,link-href,descr,autor,date,skill
"1611343458-3255","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","Impara ad utilizzare i dispositivi KNX RFImpara ad utilizzare i dispositivi KNX di prossima generazioneDavide Grandeppieno2 ore totali10 lezioniTutti i livelliPrezzo attuale139,99 €","https://www.udemy.com/course/impara-ad-utilizzare-i-dispositivi-knx-rf/","","Davide Grandeppieno","Ultimo aggiornamento 3/2020",""
"1611343785-3382","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","","Corso di programmazione CImpara da 0 a programmare tramite linguaggio CDaniele MasoneValutazione: 4,4 su 54,4(15)6,5 ore totali30 lezioniPrincipiantePrezzo attuale99,99 €","https://www.udemy.com/course/corso-di-programmazione-c/","","","Ultimo aggiornamento 1/2021","Cosa impareraiAvrai padronanza della programmazione CImparerai la programmazione strutturata, algoritmi di base e programmazione modulareImparerai tecniche avanzate ed algoritmi notevoliImparerai le strutture dati, progetti di sviluppo software e uso esteso delle direttive del preprocessore"
"1611343184-3139","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","Da Zero al punto luce con lo Standard KNXUn mini-corso che mira principalmente alla praticità...Davide GrandeppienoValutazione: 4,4 su 54,4(8)5 ore totali10 lezioniIntermedioPrezzo attuale159,99 €","https://www.udemy.com/course/crea-un-punto-luce-con-lo-standard-knx/","DescrizioneIn questo corso imparerai a conoscere lo Standard KNX  più da vicino e da una prospettiva diversa. Infatti ti parlerò dei vari trucchi e dei metodi che ho sviluppato negli anni parametrizzando svariati impianti KNX. L’obbiettivo finale è quello di realizzare il cablaggio e la configurazione su ETS5, per comandare un punto luce, utilizzando dispositivi KNX.Se vorrai mettere in pratica tutto ciò che ti mostrerò in questo Corso, dovrai munirti di un PC Windows con almeno Windows 7, 4 Giga di RAM installata ed un buon processore, poiché il Software ETS5 è abbastanza esoso di risorse.All’interno del corso troverai la lista dei dispositivi KNX, da acquistare, che ho utilizzato nei video, in modo da farti provare a casa tua lo stesso progetto, rendendo l’apprendimento più esaustivo.Sono inoltre comprese le guide in PDF per vari approfondimenti a corredo dei video.
N.B: questo corso online non concorre e non sostituisce i corsi certificati dell’associazione KNX.A chi è rivolto questo corso:ElettricistiSystem IntegratorInstallatoriArchitettiProgettistiSviluppatoriImprenditoriInsegnantiStudentiMostra di piùMostra meno","","Ultimo aggiornamento 8/2019",""
"1611343534-3287","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","Fondamenti di C++ per principianti","","","","","null",""
"1611343211-3152","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","La Privacy negli Enti Locali R.UE 679/2016","","","","","null",""
"1611344213-3569","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","Networking da 0 a 100: la Rete come non l'avete mai vista!Corso di Base sulle Reti - Vagamente ispirato alla certificazione CCNA - Network 101The Phoenix GroupValutazione: 4,5 su 54,5(181)15,5 ore totali141 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/networking-da-0-a-100-la-rete-come-non-lavete-mai-vista/","","","Ultimo aggiornamento 1/2021","Cosa impareraiIl corso spiega le reti informatiche dalle basi in modo semplice. Comprende Wireless ed IPSEC e parte dal cablaggio"
"1611344177-3557","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","Windows 10, guida iniziale per principiantiCorso di informatica base dedicato a chi non ha mai acceso un pc con Windows 10Matteo MainiValutazione: 3,9 su 53,9(6)3,5 ore totali10 lezioniPrincipiantePrezzo attuale24,99 €","https://www.udemy.com/course/corso-di-informatica-base-impara-da-zero/","","","Ultimo aggiornamento 1/2021","Cosa impareraiApprendere l’uso del computer per chi NON ha nessuna conoscenza o molte lacune.Sistema Operativo Windows 10"
"1611342842-2989","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","","LOGICA E OPERATORI LOGICI: IMPARA TUTTO QUI IN 39 MINUTIInutile girarci intorno: in solo 39 Minuti andiamo dritti al sodo: risparmia tempo e impara Logica e Connettivi LogiciVideoRipetizioni | Leonardo Ok ™Valutazione: 4,4 su 54,4(16)43 minuti totali8 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/logica-e-operatori-logici-imparali-qui-in-39-minuti-porte-logiche-ita/","","VideoRipetizioni | Leonardo Ok ™","Ultimo aggiornamento 10/2020",""
"1611343160-3133","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","Da 0 ad Hacker...Per Principianti Assoluti!Per Aspiranti Ethical Hacker che Sanno di Non Sapere Niente di Ethical Hacking...e ancora meno di Sicurezza Informatica!The Phoenix Group, SecurityHero.it TrainingValutazione: 4,5 su 54,5(901)10,5 ore totali134 lezioniPrincipiantePrezzo attuale129,99 €Best seller","https://www.udemy.com/course/da-0-ad-hacker/","","SecurityHero.it Training","Ultimo aggiornamento 12/2020",""
"1611344009-3477","https://www.udemy.com/courses/it-and-software/?lang=it&p=4&sort=newest","La precisa topografia con drone – masterclass fotogrammetria","","","","","null",""
"1611343211-3159","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","REACT E REDUX: LA GUIDA COMPLETA","","","","","null",""
"1611342842-2988","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","","LOGICA E OPERATORI LOGICI: IMPARA TUTTO QUI IN 39 MINUTIInutile girarci intorno: in solo 39 Minuti andiamo dritti al sodo: risparmia tempo e impara Logica e Connettivi LogiciVideoRipetizioni | Leonardo Ok ™Valutazione: 4,4 su 54,4(16)43 minuti totali8 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/logica-e-operatori-logici-imparali-qui-in-39-minuti-porte-logiche-ita/","DescrizioneSe sei qui significa che: fai l'Università?O hai comunque bisogno di capire qualcosa su questa maledetta Logica e Connettivi Logici?
Niente panico, ci sono passato anch'io, continua a leggere...
Ore interminabili di lezioni incomprensibili... (Clicca su ""Mostra di +"" , Continua a leggere...)
Supercazzole senza nè capo nè coda, ""come se fosse Antani...""


Libri scritti da professori dove non si capisce un'acca.
E un pensiero fisso all'esame che si avvicina come un grosso sasso in testa...
Perché le cose facili devono essere spiegate in maniera difficile?
Il segreto è la schematizzazione e una spiegazione chiara, semplice, dritta al sodo, con esempio concreti,che capirebbe anche mia figlia di 4 anni.
Questo troverai in questi 39 minuti di teoria e pratica: seguimi dall'inizio alla fine e ringrazierai il Cielo peraver fatto quel click e aver aggiunto al carrello ed esserti iscritto a questo corso...
Cosa preferisci? meglio 39 minuti diretti o 10 ore inutilmente noiose?
Condividerai anche il link di questo corso ai tuoi amici bocciati, si, Perché la Logica caro mio/a che stai ancora dall'altra parte dello schermo, è chiara come l'acqua ma se spiegatamale può diventare torbida come il veleno.

Che aspetti? Ci vediamo dall'altra parte?Iscriviti e Capisci la Logica e gli Operatori Logici in 39 Minuti (già solo con i primi 3 Video sei operativo!)-------------------------------------------------------------------------------------------------------------------------------------Aggiungi al Carrello senza troppi pensieri perché, grazie alla garanzia Udemy Soddisfatto/a o Rimborsato/a entro 30 giorni, non corri nessun rischioe puoi goderti il corso al 100% da adesso, perchè non diventi Cintura Nera di Logica e Connettivi Logici?con un click...Ti aspetto dall'altra parte? :-)
Per chi è questo corso?Tutti coloro che vogliono capire la Logica e tutti gli Operatori Logici.Tutti coloro che odiano perdere tempo in giri di parole e assurdi discorsi inutili: qui vado dritto al sodo!Tutti coloro che vogliono aumentare la loro abilità nella Logica e negli Operatori Logici.
Tutti coloro che vogliono essere esperti di Operatori Logici.
Alla fine di questo corso, ti verrà rilasciato un certificato di completamento.
LEGGI SOTTO LE RECENSIONI e I COMMENTI DEGLI STUDENTI ONLINE:
================================================== =================="" Faccio l'università ed ho un esame di Matematica discreta, con il libro scritto dal professore della mia facoltà dove non si capisce un'acca. In una pagina e mezza ha scritto tutto sulla logica, in modo molto confuso e senza che io riuscissi a capirlo. Meno male che tu hai fatto questi 7 video...ci ho passato più tempo ed ho scritto più appunti sul quaderno rispetto a quello che è scritto sul libro, ma ne è valsa la pena e ora dovrei aver capito tutto ahahah grazie mille :D﻿   "" - Kliffom
================================================== =================="" yesssss!  grazie  ancora ! bravissimo  !!"" - Vanessa V.
================================================== ==================""Grazie davvero, ho capito tutto solo grazie a te :)  "" - Master M.
================================================== ==================""Vi ringrazio davvero tanto per i vostri video! Mi state aiutando davvero molto con l'università﻿  "" -Falco
================================================== ==================""Complimenti,bravo! Ho visto tutti i video dato che domani ho un esame di logica all'uni!!! Ora è tutto più chiaro...speriamo bene!portami fortunaaaa﻿  "" - Laura Salerno
================================================== =================="" Davvero bravo! mi hai salvato perchè il mio prof non sa spiegare !! scusami gli errori ma vado di fretta (1liceo =tanto studio) ciaooooo﻿  "" -Fagiolotime
================================================== ==================""I 10 euro meglio spesi, ho preso 28 all'esame, cosa impossibile senza aver visto per 2 volte questi video ed aver ripetuto i tuoi esercizi, sei un grande!""  - Andrea T.
================================================== ==================Che aspetti? Ci vediamo dall'altra parte?Iscriviti e Capisci la Logica e gli Operatori Logici in 39 Minuti (già solo con i primi 3 Video sei operativo!)-------------------------------------------------------------------------------------------------------------------------------------Aggiungi al Carrello senza troppi pensieri perché, grazie alla garanzia Udemy Soddisfatto/a o Rimborsato/a entro 30 giorni, non corri nessun rischioe puoi goderti il corso al 100% da adesso, perchè non diventi Cintura Nera di PHP?con un click...Ti aspetto dall'altra parte? :-)A chi è rivolto questo corso:Chiunque desideri capire gli Operatori LogiciChiunque NON voglia imparare la Logica a Memoria ma ragionare e trovare la soluzione a problemi diversi, in maniera Brillante.Chiunque desideri capire la Logica...Chiunque voglia capire le Tavole o Tabelle della Verità...Chiunque voglia capire l'Operatore di Congiunzione e la sua Tavola di Verità...Chiunque voglia capire l'Operatore di Disgiunzione Inclusiva e la sua Tavola di Verità...Chiunque voglia capire l'Operatore di Disgiunzione Eclusiva (Ex-Or) e la sua Tavola di Verità...Chiunque voglia capire l'Operatore di Implicazione e la sua Tavola di Verità...Chiunque voglia capire l'Operatore di Doppia Implicazione (Se e Solo Se) e la sua Tavola di Verità...Mostra di piùMostra meno","","Ultimo aggiornamento 10/2020",""
"1611344360-3626","https://www.udemy.com/courses/it-and-software/?lang=it&p=2&sort=newest","","Corso per principianti OdooCorso per principianti OdooAFF CoursesValutazione: 4,3 su 54,3(3)2,5 ore totali27 lezioniPrincipiantePrezzo attuale24,99 €","https://www.udemy.com/course/corso-per-principianti-odoo/","Descrizione***Corso per principianti Odoo ERP***Vuoi imparare da zero o consolidare le tue basi di Odoo ERP?Questo corso è pensato per un pubblico che desidera apprendere le basi di questo tool o è desideroso di conoscere un ERP molto interessante da adottare all’interno della propria attività e che gli permetterà di integrare tutti i processi di business all’interno di un unico software.Tralasciando le prime lezioni introduttive, lavoreremo quasi esclusivamente su Odoo cercando di riprodurre flussi operativi reali.Durante lo svolgimento del corso non verranno usati troppi tecnicismi tecnici in modo che saprete utilizzare Odoo ERP in poche ore e nella maniera più semplice possibile.Se sei arrivata/o qui, sono sicuro che sei interessata/o a conoscere questo ERP rivoluzionario.Non aspettare ulteriore tempo e partecipa al nostro corso.A chi è rivolto questo corso:Chiunque voglia imparare le basi del sistema Odoo.Chiunque voglia imparare la funzionalità di base di vari moduli Odoo.Chiunque voglia implementare l'ERP nella propria attività.Chiunque voglia implementare un ERP valido nella propria attività.Mostra di piùMostra meno","","Ultimo aggiornamento 10/2020",""
"1611344016-3489","https://www.udemy.com/courses/it-and-software/?lang=it&p=4&sort=newest","","Corso teorico di base sulla crittografiaCapire in che modo vengono protetti i nostri datiPatrizio Riccardi eLearningValutazione: 4,1 su 54,1(7)32 minuti totali25 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/la-crittografia-corso-ebook-gratuito/","DescrizioneIl tema della sicurezza della corrispondenza è antico quanto il mondo, e da sempre l'uomo ha cercato il modo di proteggere i suoi segreti e la sua vita privata.Per crittografia si intende quell' insieme di tecniche che permettono di ""cifrare"" un messaggio rendendolo incomprensibile a tutti tranne mittente e destinatario. Che cos' è la crittografia?Come funziona?Quali concetti matematici sfrutta?Quali tipi di crittografia esistono?Quali algoritmi di crittografia hanno fatto la storia?In che modo la crittografia rende confidenziale un messaggio?Cosa garantisce la crittografia?Questo corso introduttivo risponde a queste e altre domande, in modo da darti una visione generale del mondo della crittografia dei dati.La crittografia è uno dei punti cardine della sicurezza informatica. A chi è rivolto questo corso:studenti e appassionati di informaticaappassionati di crittografiachiunque voglia comprendere i concetti base della crittografiaMostra di piùMostra meno","","Ultimo aggiornamento 8/2020",""
"1611343241-3176","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","","Corso fondamentale di Word 2016Utile per creare un’ottima base e affrontare l’esame MOSInnova AcademyValutazione: 4,4 su 54,4(96)4 ore totali43 lezioniPrincipiantePrezzo attuale129,99 €","https://www.udemy.com/course/corso-fondamentale-di-word-2016/","","","Ultimo aggiornamento 6/2020","Cosa impareraiImparerai dai comandi base a tutte le funzioni fondamentali.Imparerai metodi che velocizzeranno di parecchio le tue performance, come creare indici in automatico o preparare 100 lettere intestate in 1 minuto.Imparerai tante funzioni che ti faranno risparmiare tempo. Ad esempio, se devi scrivere articoli, newsletter, libri, o se devi produrre stampe di qualità, menù e listini prezzi."
"1611343086-3087","https://www.udemy.com/courses/it-and-software/?lang=it&p=11&sort=newest","","ITA - RealFlow Maya Blood Splashintroduzione pratica alla plugin RealFlow in MayaMatteo MiglioriniValutazione: 4,0 su 54,0(1)1 ora totale6 lezioniTutti i livelliPrezzo attuale24,99 €","https://www.udemy.com/course/ita-realflow-maya-blood-splash/","","","null",""
"1611344057-3502","https://www.udemy.com/courses/it-and-software/?lang=it&p=4&sort=newest","","Corso teorico di base sull' Internet Of ThingsConcetti essenziali dell' Internet delle CosePatrizio Riccardi eLearningValutazione: 3,5 su 53,5(5)35 minuti totali31 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/l-internet-of-things/","","","Ultimo aggiornamento 8/2020","Cosa impareraiChe cos' è l' Internet Of ThingsGli oggetti intelligentiAmbiti di utilizzo dell' IoTDispositivi, reti e sistemi IoTServizi Cloud per IoTIaaSSaaSPaaSProgressi e benefici dell' IoTIl fog computingLa sicurezza dell' IoTMinacce all' IoTIoT e digital storage"
"1611344169-3551","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","Programmare in c++","","","","","null",""
"1611344322-3606","https://www.udemy.com/courses/it-and-software/?lang=it&p=2&sort=newest","CyberSecurity awareness per utenti","","","","","null",""
"1611342842-2990","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","","LOGICA E OPERATORI LOGICI: IMPARA TUTTO QUI IN 39 MINUTIInutile girarci intorno: in solo 39 Minuti andiamo dritti al sodo: risparmia tempo e impara Logica e Connettivi LogiciVideoRipetizioni | Leonardo Ok ™Valutazione: 4,4 su 54,4(16)43 minuti totali8 lezioniTutti i livelliPrezzo attuale129,99 €","https://www.udemy.com/course/logica-e-operatori-logici-imparali-qui-in-39-minuti-porte-logiche-ita/","","","Ultimo aggiornamento 10/2020","Cosa impareraiSaprai applicare e risolvere problemi di Logica, semplici e complessi, con Operatori LogiciApprenderai come ragionare e trovare la soluzione a problemi diversi, in maniera Brillante.Non andrai a memoria, spesso sbagliando, ma ragionerai applicando gli stessi metodi dei Professori...Sarai Cintura Nera di Logica e Operatori Logici... Soddisfatto o Rimborsato, in soli 39 Minuti..."
"1611343603-3310","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","","Crea Scenari in KNXSfrutta al massimo le potenzialità dello Standard KNXDavide Grandeppieno3 ore totali13 lezioniTutti i livelliPrezzo attuale89,99 €","https://www.udemy.com/course/crea-scenari-in-knx/","","Davide Grandeppieno","Pubblicato 4/2020",""
"1611344417-3642","https://www.udemy.com/courses/it-and-software/?lang=it&p=2&sort=newest","","IoT FundamentalsConoscere le basi del mondo IoTExprivia S.p.a.Valutazione: 4,3 su 54,3(15)1 ora totale9 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/iot-fundamentals/","","Exprivia S.p.a.","Ultimo aggiornamento 11/2020",""
"1611342622-2897","https://www.udemy.com/courses/it-and-software/?lang=it&p=14&sort=newest","","Tinkercad e stampa 3dImpariamo a generare modelli per la stampa 3d partendo da semplici ideeAndrea FerlitoValutazione: 4,2 su 54,2(7)2,5 ore totali31 lezioniPrincipiantePrezzo attuale29,99 €","https://www.udemy.com/course/tinkercad-e-stampa-3d/","DescrizioneIl corso, partendo da zero affronta tutti gli argomenti relativi alla creazione, alla modellazione e alla esportazione di un modello da fornire alla stampante 3d.
Nel dettaglio vedremo
registrarsi su tinkercadimparare a riconoscere l'ambiente di tinkercadCreare forme Modificare formeInserire testiForare le formeEsportare per la stampa
E infine parleremo brevemente delle stampanti 3d.
Il corso è ovviamente per principianti, ma è adatto per chiunque voglia avere sempre sottomano un tutorial completo su questo prodotto gratuito.A chi è rivolto questo corso:Il corso è dedicato a coloro che intendono imparare a modellare solidi per la stampa 3dMostra di piùMostra meno","","Ultimo aggiornamento 5/2018",""
"1611343138-3124","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","Diventa Sistemista CISCO - Livello 2Acquisisci le competenze per diventare sistemista di reteAdd SkillsValutazione: 4,4 su 54,4(8)6 ore totali18 lezioniTutti i livelliPrezzo attuale29,99 €","https://www.udemy.com/course/diventa-sistemista-cisco-livello-2/","","","Ultimo aggiornamento 7/2019","Cosa impareraiA prepararsi per affrontare l’esame di certificazione CISCO ICND2 200-105;Risolvere qualsiasi problema di rete;Utilizzare il software Cisco Packet Tracer;Lavorare come sistemista di rete;Configurare e anche gestire apparati Cisco come switch, router e bridge."
"1611344313-3597","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","Ansible per la DevOps: Corso di base con eserciziUn corso di base completo per l'utilizzo di Ansible. Fai pratica con i tanti esercizi presenti nelle lezioniRiccardo FuscoValutazione: 4,3 su 54,3(28)3 ore totali17 lezioniPrincipiantePrezzo attuale129,99 €","https://www.udemy.com/course/ansible-per-la-devops-corso-di-base-con-esercizi/","DescrizioneCon questo corso imparerai a gestire al meglio le tue macchine e a controllarle con un semplice strumento.Risparmierai tempo e denaro creando i tuoi Ansible Playbook e imparerai a riutilizzare i Role disponibili sul repository Ansible Galaxy.Con un semplice comando potrai ad esempio lanciare l'installazione di un software su decine di macchine in maniera automatica.A chi è rivolto questo corso:SysOpsDevelopersSoftware EngineersSolution ArchitectsInfrastructure ArchitectsMostra di piùMostra meno","","Ultimo aggiornamento 11/2020",""
"1611342643-2916","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","","Impara il framework Metasploit da \x00La struttura di questo corso è basata sul PTES. Imparerai a usare Metasploit, i suoi limiti e come trascenderliAdriano GattabuiaValutazione: 4,6 su 54,6(108)3,5 ore totali38 lezioniTutti i livelliPrezzo attuale99,99 €","https://www.udemy.com/course/impara-il-framework-metasploit-da-x00/","DescrizioneQuesto corso tratterà tutti gli aspetti fondamentali del Framework Metasploit, unendo un sottoinsieme delle fasi del Penetration Testing Execution Standard (PTES) alla struttura del corso.
Le fasi saranno nello specifico information gathering (raccolta di informazioni), vulnerability assessment (analisi delle vulnerabilità), exploitation (sfruttamento delle vulnerabilità) e post-exploitation.
Il corso andrà oltre le basi trattando anche il Social Engineering (Ingegneria Sociale), privilege escalation (scalamento dei privilegi), evasione degli antivirus, backdoor persistenti, trojanizzazione di file eseguibili, Remote Desktop, web penetration testing, connessioni a reverse shell tramite il port forwarding, il framework Beef-XSS, gestione dei log.
Per seguire il corso dovrai avere padronanza nell'usare software generico, conoscere le basi della linea di comando di Linux e un po' di system administration. Se qualcosa non è chiaro o non funziona sul tuo sistema puoi sempre contattarmi e risolveremo il problema.
Per quanto riguarda i requisiti hardware: un computer con almeno 8 GB di RAM con un processore nella media, 70 GB di spazio sul disco fisso per la macchina virtuale vulnerabile e altri 30 GB per Kali. Non sono obbligatori dal momento che potresti in alternativa installare la macchina virtuale vulnerabile su un altro PC nel network di casa e lavorare con Kali sul tuo computer principale.
 Il corso è suddiviso in sette sezioni:
Sezione 1: setup dell'ambiente e introduzione al Penetration Testing Execution Standard (PTES): è una metodologia allo stato dell'arte per eseguire penetration test. Verranno trattate anche altre varianti di Metasploit su Windows, l'edizione community e Armitage.Sezione 2: comandi fondamentali di Metasploit e il suo funzionamento, come automatizzare operazioni ripetitive, come lanciare exploit e i moduli di Metasploit.Sezione 3: information gathering della macchina vulnerabile con nmap e altri strumenti disponibili in Metasploit per verificare la presenza di servizi e quindi mappare la superficie di attacco.Sezione 4: vulnerability assessment. Verificheremo quali dei servizi identificati sono potenzialmente vulnerabili. Impareremo come installare lo scanner Nessus e come integrarlo con Metasploit per popolare lo spazio di lavoro.Sezione 5: finalmente sfrutteremo le vulnerabilità usando esclusivamente Metasploit per lanciare gli exploit. Verrà trattato anche il web penetration testing.Sezione 6: sfruttamento dei servizi tramite Social Engineering. Creeremo principalmente vettori per attacchi di Social Engineering, che saranno payload insospettabili che la vittima eseguirà sul proprio sistema. In questo modo potremo ottenere l'esecuzione remota di comandi sulla loro macchina. Creeremo file trojanizzati, diminuiremo il tasso di rilevamento degli antivirus e useremo il Framework Beef-XSS insieme a Metasploit per eseguire attacchi avanzati.Sezione 7: monitorare l'attività dell'utente, registrare le pressioni sulla tastiera, scalamento dei privilegi (privilege escalation), generazione di backdoor persistenti e gestione dei log.Sezione 8: video conclusivo del corso e titoli di coda.

A chi è rivolto questo corso:Chiunque sia interessato al penetration testing che vorrebbe imparare il framework Metasploit in maniera approfondita e capire come possa essere integrato con altri strumenti di pentestingMostra di piùMostra meno","","Ultimo aggiornamento 3/2018",""
"1611343095-3103","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","Corso di Cyber Security","","","","","null",""
"1611343897-3438","https://www.udemy.com/courses/it-and-software/?lang=it&p=5&sort=newest","","Corso Computer Essentials - ICDLTeoria e pratica per prepararsi all'esame ICDLGiuseppina ModicaValutazione: 5,0 su 55,0(2)1 ora totale7 lezioniPrincipiantePrezzo attuale49,99 €","https://www.udemy.com/course/computer-essentials-icdl/","","Giuseppina Modica","Ultimo aggiornamento 7/2020",""
"1611344236-3573","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","SAP MM Gestione MagazzinoGestione di inventario con SAP ERPGrazia MasulliValutazione: 4,5 su 54,5(11)2,5 ore totali25 lezioniPrincipiantePrezzo attuale119,99 €","https://www.udemy.com/course/sap-mm-gestione-magazzino/","DescrizioneCon questo corso imparerai in maniera semplice e pratica tutte le funzioni principali per poter svolgere in autonomia le principali procedure di gestione del magazzino in una azienda che utilizza SAP. Entrate e uscite di merci, movimentazione, monitoraggio delle giacenze, conteggio di inventario e tante altre funzioni che daranno al tuo curriculum nuova visibilitá.Inoltre puoi completare la tua formazione acquistando delle ore di pratica direttamente sul sistema! Preparati a vincere le nuove sfide lavorative!!A chi è rivolto questo corso:chi cerca lavoro, chi vuole migliorare il nuovo curriculum, chiunque cerchi un migliore posizionamento sul mercato del lavoroMostra di piùMostra meno","","Ultimo aggiornamento 1/2021",""
"1611343177-3137","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","","Microsoft Word 2007La Videoscrittura in tutte le sue forme e potenzialitàPIETRO MANNOValutazione: 4,7 su 54,7(4)3,5 ore totali8 lezioniIntermedioPrezzo attuale19,99 €","https://www.udemy.com/course/microsoft-word-2007-w/","","PIETRO MANNO","Ultimo aggiornamento 8/2019",""
"1611343095-3096","https://www.udemy.com/courses/it-and-software/?lang=it&p=10&sort=newest","GDPR per tutti","","","","","null",""
"1611343568-3301","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","","Personalizza il tuo smartphone Android con KWGT Pro!Per veri appassionati di personalizzazione AndroidLuca CastrianniValutazione: 5,0 su 55,0(3)1,5 ore totali11 lezioniTutti i livelliPrezzo attuale19,99 €","https://www.udemy.com/course/personalizza-il-tuo-smartphone-android-con-kwgt-pro/","","Luca Castrianni","Pubblicato 4/2020",""
"1611343534-3286","https://www.udemy.com/courses/it-and-software/?lang=it&p=7&sort=newest","Programmazione PLC - Imparare le basi con CoDeSys","","","","","null",""
"1611343051-3073","https://www.udemy.com/courses/it-and-software/?lang=it&p=11&sort=newest","","Creare un software gestionale basato sul web con PHPImpara a creare softwares gestionali interamente basati sul web con PHP, una skill indispensabile per questo 2019.Raymond RoseValutazione: 3,7 su 53,7(27)2 ore totali11 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/creare-un-software-gestionale-basato-sul-web-con-php/","","Raymond Rose","Ultimo aggiornamento 4/2019",""
"1611344574-3699","https://www.udemy.com/courses/it-and-software/?lang=it&p=1&sort=newest","","Google Home come funziona | Video corso completoCon questo corso imparerai  a utilizzare il Google Home,  completo dalla configurazione ai comandi vocali e routineVittorio L.3 ore totali41 lezioniPrincipiantePrezzo attuale99,99 €Nuovo","https://www.udemy.com/course/corso-google-home/","","Vittorio L.","Pubblicato 1/2021",""
"1611344585-3702","https://www.udemy.com/courses/it-and-software/?lang=it&p=1&sort=newest","","Imparare MySQL da zeroCorso pratico per imparare MYSQLDaniele SpinaValutazione: 4,6 su 54,6(2)5 ore totali47 lezioniPrincipiantePrezzo attuale49,99 €Nuovo","https://www.udemy.com/course/imparare-mysql-da-zero/","","Daniele Spina","Ultimo aggiornamento 12/2020",""
"1611344169-3545","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","Linux Bash Shell scripting con esempi","","","","","null",""
"1611343773-3377","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","","Corso sulle basi di dati: dallo schema E/R all'SQLImpara da 0 a a progettare una base di datiDaniele MasoneValutazione: 3,7 su 53,7(12)6 ore totali32 lezioniPrincipiantePrezzo attuale99,99 €","https://www.udemy.com/course/corso-sulle-basi-di-dati-dallo-schema-er-allsql/","DescrizioneCiao e benvenuto al corso sulle basi di dati: dallo schema E/R all'SQL.

Questo videocorso ti permetterà di apprendere come creare una base di dati solida (tramite le 3 fasi fondamentali della progettazione) e ad interrogarla tramite le query base in linguaggio SQL (Structured Query Language) allo scopo di trasformare i dati in informazioni, inserire, modificare ed eliminare i dati dalle tabelle e apprendere i principi teorici e pratici di progettazione e creazione dei database relazionali, delle tabelle e delle viste.
All'inizio vedremo una breve introduzione dove si farà un parallelismo fra il file system ed una base di dati ( e si utilizzerà il linguaggio C).E' completo ed adatto agli studenti alle prime armi, non richiede conoscenze di base e tratta tutti gli argomenti con semplicità e chiarezza.

Particolare enfasi è posta su metodi e strumenti per la gestione di grandi quantità di dati memorizzati in modo persistente, per permettere l'archiviazione, la consultazione e la modifica da parte di utenti (uso interattivo) o programmi in modo flessibile, efficiente e sicuro.Al termine del videocorso è possibile scaricare il Certificato di fine corso.
Nelle lezioni vengono affrontati tutti i seguenti aspetti:breve introduzione con parallelismo, tramite linguaggio C, fra file system ed una base di dati3 fasi fondamentali della progettazione di una base di datiprincipali algoritmi di cifraturadifferenza fra sistemi informativi e sistemi informaticicome gestire la tua base di datie molto altro ancora!A chi è rivolto questo corso:Principianti che vogliono imparare a progettare una base di dati e ad utilizzare l'SQLSviluppatori software che vogliono approfondire la data scienceMostra di piùMostra meno","","Ultimo aggiornamento 5/2020",""
"1611342952-3041","https://www.udemy.com/courses/it-and-software/?lang=it&p=11&sort=newest","Bitcoin dalla teoria alla pratica - sezione Transazioni","","","","","null",""
